i,label_idx
2997,8
2998,9
2999,6
3000,8
3001,1
3002,7
3003,0
3004,5
3005,0
3006,0
3007,5
3008,1
3009,4
3010,7
3011,1
3012,8
3013,1
3014,7
3015,6
3016,3
3017,8
3018,6
3019,9
3020,0
3021,8
3022,4
3023,1
3024,4
3025,4
3026,1
3027,8
3028,6
3029,3
3030,8
3031,8
3032,2
3033,0
3034,8
3035,7
3036,3
3037,5
3038,7
3039,6
3040,5
3041,1
3042,9
3043,8
3044,0
3045,6
3046,7
3047,1
3048,2
3049,9
3050,2
3051,3
3052,7
3053,9
3054,5
3055,6
3056,1
3057,9
3058,8
3059,7
3060,7
3061,9
3062,2
3063,3
3064,1
3065,1
3066,4
3067,7
3068,2
3069,8
3070,5
3071,2
3072,4
3073,6
3074,4
3075,5
3076,7
3077,2
3078,0
3079,2
3080,8
3081,5
3082,7
3083,0
3084,8
3085,8
3086,7
3087,7
3088,9
3089,1
3090,7
3091,3
3092,4
3093,6
3094,2
3095,9
3096,6
3097,1
3098,9
3099,5
3100,9
3101,4
3102,4
3103,4
3104,4
3105,5
3106,6
3107,9
3108,6
3109,8
3110,0
3111,0
3112,8
3113,2
3114,9
3115,5
3116,0
3117,5
3118,6
3119,4
3120,9
3121,3
3122,8
3123,7
3124,8
3125,6
3126,0
3127,0
3128,4
3129,0
3130,9
3131,4
3132,7
3133,4
3134,1
3135,8
3136,0
3137,0
3138,3
3139,1
3140,6
3141,3
3142,1
3143,9
3144,0
3145,0
3146,9
3147,8
3148,9
3149,3
3150,5
3151,1
3152,7
3153,1
3154,4
3155,2
3156,8
3157,3
3158,5
3159,6
3160,9
3161,8
3162,2
3163,7
3164,7
3165,5
3166,1
3167,0
3168,4
3169,5
3170,5
3171,9
3172,8
3173,9
3174,1
3175,0
3176,3
3177,1
3178,2
3179,7
3180,1
3181,7
3182,6
3183,4
3184,8
3185,0
3186,3
3187,7
3188,4
3189,7
3190,9
3191,4
3192,1
3193,0
3194,2
3195,5
3196,8
3197,3
3198,0
3199,4
3200,7
3201,7
3202,9
3203,7
3204,3
3205,4
3206,6
3207,9
3208,9
3209,7
3210,8
3211,0
3212,5
3213,3
3214,3
3215,2
3216,4
3217,5
3218,5
3219,4
3220,9
3221,1
3222,6
3223,7
3224,5
3225,7
3226,1
3227,9
3228,7
3229,4
3230,2
3231,2
3232,0
3233,6
3234,9
3235,3
3236,2
3237,5
3238,3
3239,4
3240,0
3241,5
3242,7
3243,3
3244,0
3245,3
3246,3
3247,7
3248,3
3249,1
3250,6
3251,6
3252,2
3253,8
3254,3
3255,8
3256,4
3257,8
3258,1
3259,4
3260,5
3261,1
3262,7
3263,5
3264,1
3265,1
3266,0
3267,5
3268,2
3269,1
3270,6
3271,4
3272,1
3273,2
3274,0
3275,2
3276,0
3277,1
3278,1
3279,2
3280,5
3281,6
3282,5
3283,8
3284,8
3285,6
3286,1
3287,8
3288,7
3289,1
3290,1
3291,3
3292,2
3293,4
3294,5
3295,1
3296,0
3297,7
3298,5
3299,2
3300,6
3301,5
3302,5
3303,4
3304,7
3305,7
3306,2
3307,2
3308,5
3309,2
3310,5
3311,9
3312,7
3313,4
3314,0
3315,9
3316,0
3317,8
3318,3
3319,1
3320,6
3321,5
3322,0
3323,8
3324,7
3325,2
3326,4
3327,7
3328,5
3329,9
3330,7
3331,4
3332,7
3333,1
3334,2
3335,7
3336,2
3337,7
3338,2
3339,3
3340,3
3341,9
3342,3
3343,2
3344,7
3345,5
3346,3
3347,3
3348,1
3349,4
3350,1
3351,4
3352,3
3353,3
3354,0
3355,2
3356,1
3357,8
3358,1
3359,2
3360,0
3361,2
3362,6
3363,1
3364,5
3365,5
3366,6
3367,1
3368,1
3369,8
3370,2
3371,0
3372,2
3373,3
3374,8
3375,5
3376,4
3377,7
3378,2
3379,6
3380,3
3381,6
3382,5
3383,8
3384,4
3385,3
3386,5
3387,4
3388,3
3389,9
3390,2
3391,9
3392,7
3393,2
3394,0
3395,6
3396,1
3397,5
3398,1
3399,2
3400,1
3401,4
3402,9
3403,1
3404,4
3405,4
3406,5
3407,0
3408,6
3409,6
3410,0
3411,3
3412,0
3413,5
3414,3
3415,7
3416,7
3417,9
3418,0
3419,3
3420,8
3421,4
3422,7
3423,6
3424,3
3425,2
3426,1
3427,6
3428,0
3429,1
3430,3
3431,6
3432,9
3433,3
3434,6
3435,2
3436,2
3437,0
3438,0
3439,8
3440,9
3441,6
3442,5
3443,7
3444,3
3445,6
3446,0
3447,8
3448,0
3449,9
3450,2
3451,2
3452,7
3453,8
3454,8
3455,3
3456,6
3457,7
3458,6
3459,9
3460,5
3461,8
3462,4
3463,8
3464,1
3465,6
3466,6
3467,9
3468,9
3469,7
3470,7
3471,9
3472,1
3473,9
3474,7
3475,9
3476,4
3477,6
3478,5
3479,3
3480,3
3481,0
3482,4
3483,2
3484,8
3485,8
3486,0
3487,2
3488,1
3489,3
3490,1
3491,8
3492,4
3493,2
3494,6
3495,3
3496,5
3497,1
3498,6
3499,2
3500,8
3501,4
3502,2
3503,9
3504,0
3505,4
3506,5
3507,6
3508,9
3509,0
3510,8
3511,9
3512,3
3513,7
3514,2
3515,1
3516,3
3517,4
3518,2
3519,8
3520,2
3521,0
3522,1
3523,9
3524,6
3525,5
3526,1
3527,1
3528,3
3529,0
3530,7
3531,8
3532,7
3533,5
3534,8
3535,3
3536,4
3537,5
3538,9
3539,1
3540,0
3541,8
3542,3
3543,5
3544,1
3545,4
3546,8
3547,7
3548,7
3549,5
3550,0
3551,2
3552,4
3553,0
3554,3
3555,4
3556,4
3557,0
3558,1
3559,0
3560,7
3561,5
3562,7
3563,9
3564,0
3565,2
3566,9
3567,9
3568,5
3569,4
3570,9
3571,3
3572,2
3573,3
3574,5
3575,3
3576,7
3577,1
3578,3
3579,0
3580,1
3581,7
3582,9
3583,0
3584,8
3585,1
3586,9
3587,0
3588,8
3589,7
3590,7
3591,5
3592,8
3593,1
3594,9
3595,6
3596,3
3597,7
3598,4
3599,5
3600,4
3601,9
3602,1
3603,5
3604,6
3605,3
3606,2
3607,5
3608,6
3609,9
3610,9
3611,3
3612,6
3613,3
3614,0
3615,2
3616,7
3617,2
3618,7
3619,5
3620,9
3621,4
3622,3
3623,8
3624,3
3625,9
3626,4
3627,2
3628,0
3629,1
3630,4
3631,3
3632,2
3633,6
3634,1
3635,0
3636,0
3637,9
3638,8
3639,8
3640,3
3641,4
3642,0
3643,6
3644,9
3645,0
3646,0
3647,2
3648,5
3649,2
3650,9
3651,5
3652,7
3653,0
3654,0
3655,1
3656,0
3657,3
3658,9
3659,8
3660,7
3661,3
3662,8
3663,9
3664,3
3665,4
3666,2
3667,6
3668,2
3669,2
3670,8
3671,8
3672,1
3673,8
3674,2
3675,6
3676,2
3677,8
3678,0
3679,2
3680,0
3681,0
3682,4
3683,7
3684,7
3685,0
3686,1
3687,5
3688,7
3689,3
3690,0
3691,4
3692,7
3693,7
3694,3
3695,4
3696,2
3697,9
3698,3
3699,4
3700,5
3701,2
3702,1
3703,6
3704,1
3705,7
3706,7
3707,6
3708,4
3709,0
3710,5
3711,0
3712,9
3713,2
3714,2
3715,4
3716,1
3717,5
3718,7
3719,4
3720,8
3721,2
3722,3
3723,8
3724,9
3725,5
3726,4
3727,5
3728,0
3729,7
3730,9
3731,1
3732,6
3733,7
3734,7
3735,2
3736,0
3737,6
3738,2
3739,2
3740,5
3741,2
3742,8
3743,9
3744,5
3745,9
3746,7
3747,6
3748,4
3749,3
3750,2
3751,5
3752,8
3753,7
3754,6
3755,2
3756,5
3757,2
3758,3
3759,3
3760,3
3761,4
3762,5
3763,1
3764,2
3765,2
3766,4
3767,7
3768,0
3769,0
3770,8
3771,4
3772,1
3773,9
3774,3
3775,4
3776,7
3777,9
3778,8
3779,0
3780,0
3781,7
3782,6
3783,1
3784,0
3785,6
3786,1
3787,4
3788,7
3789,8
3790,7
3791,1
3792,2
3793,0
3794,7
3795,9
3796,5
3797,1
3798,2
3799,2
3800,8
3801,4
3802,2
3803,8
3804,5
3805,1
3806,0
3807,3
3808,5
3809,4
3810,6
3811,9
3812,6
3813,2
3814,7
3815,7
3816,7
3817,2
3818,5
3819,1
3820,4
3821,0
3822,8
3823,1
3824,8
3825,0
3826,5
3827,7
3828,4
3829,5
3830,4
3831,4
3832,8
3833,1
3834,6
3835,9
3836,4
3837,0
3838,5
3839,5
3840,3
3841,6
3842,7
3843,0
3844,9
3845,6
3846,6
3847,7
3848,1
3849,0
3850,4
3851,0
3852,4
3853,7
3854,1
3855,4
3856,7
3857,2
3858,4
3859,5
3860,8
3861,2
3862,6
3863,2
3864,3
3865,3
3866,6
3867,7
3868,0
3869,1
3870,0
3871,9
3872,5
3873,0
3874,0
3875,4
3876,0
3877,8
3878,4
3879,9
3880,9
3881,2
3882,1
3883,4
3884,5
3885,0
3886,3
3887,8
3888,7
3889,1
3890,3
3891,3
3892,1
3893,5
3894,6
3895,8
3896,0
3897,2
3898,0
3899,3
3900,5
3901,8
3902,1
3903,6
3904,6
3905,5
3906,9
3907,1
3908,2
3909,3
3910,9
3911,4
3912,3
3913,9
3914,9
3915,5
3916,5
3917,3
3918,9
3919,6
3920,5
3921,0
3922,4
3923,3
3924,2
3925,5
3926,3
3927,3
3928,3
3929,1
3930,3
3931,0
3932,1
3933,5
3934,6
3935,4
3936,3
3937,1
3938,2
3939,4
3940,8
3941,8
3942,5
3943,4
3944,6
3945,8
3946,0
3947,3
3948,1
3949,5
3950,5
3951,7
3952,7
3953,9
3954,9
3955,5
3956,2
3957,5
3958,7
3959,0
3960,3
3961,6
3962,0
3963,4
3964,9
3965,5
3966,6
3967,8
3968,0
3969,4
3970,0
3971,1
3972,7
3973,7
3974,8
3975,0
3976,6
3977,8
3978,4
3979,8
3980,0
3981,8
3982,3
3983,8
3984,6
3985,5
3986,2
3987,2
3988,4
3989,4
3990,7
3991,0
3992,1
3993,8
3994,8
3995,6
3996,8
3997,0
3998,9
3999,4
4000,8
4001,8
4002,4
4003,3
4004,5
4005,9
4006,8
4007,0
4008,8
4009,2
4010,9
4011,7
4012,9
4013,0
4014,9
4015,0
4016,8
4017,6
4018,3
4019,5
4020,0
4021,5
4022,1
4023,0
4024,8
4025,9
4026,8
4027,1
4028,9
4029,2
4030,1
4031,8
4032,0
4033,4
4034,0
4035,1
4036,8
4037,1
4038,4
4039,5
4040,9
4041,0
4042,4
4043,6
4044,5
4045,3
4046,1
4047,9
4048,1
4049,3
4050,1
4051,8
4052,0
4053,8
4054,0
4055,9
4056,3
4057,2
4058,0
4059,5
4060,2
4061,5
4062,9
4063,1
4064,6
4065,7
4066,2
4067,5
4068,6
4069,2
4070,2
4071,9
4072,7
4073,0
4074,7
4075,9
4076,8
4077,8
4078,3
4079,4
4080,5
4081,2
4082,6
4083,0
4084,4
4085,8
4086,5
4087,8
4088,1
4089,4
4090,8
4091,7
4092,1
4093,6
4094,9
4095,2
4096,3
4097,6
4098,5
4099,4
4100,6
4101,6
4102,5
4103,5
4104,7
4105,2
4106,9
4107,6
4108,2
4109,1
4110,0
4111,9
4112,4
4113,5
4114,6
4115,9
4116,9
4117,2
4118,4
4119,1
4120,0
4121,0
4122,0
4123,9
4124,0
4125,9
4126,0
4127,5
4128,7
4129,8
4130,6
4131,4
4132,7
4133,4
4134,3
4135,6
4136,3
4137,4
4138,3
4139,5
4140,1
4141,6
4142,3
4143,1
4144,5
4145,9
4146,2
4147,5
4148,1
4149,6
4150,5
4151,6
4152,6
4153,6
4154,6
4155,3
4156,2
4157,9
4158,3
4159,1
4160,9
4161,1
4162,8
4163,1
4164,6
4165,4
4166,0
4167,9
4168,5
4169,9
4170,1
4171,9
4172,4
4173,1
4174,9
4175,4
4176,0
4177,9
4178,6
4179,6
4180,5
4181,6
4182,5
4183,6
4184,6
4185,2
4186,6
4187,1
4188,7
4189,1
4190,9
4191,0
4192,4
4193,2
4194,5
4195,4
4196,7
4197,8
4198,3
4199,8
4200,8
4201,3
4202,2
4203,7
4204,5
4205,4
4206,8
4207,9
4208,2
4209,1
4210,0
4211,8
4212,1
4213,7
4214,3
4215,5
4216,0
4217,7
4218,8
4219,3
4220,3
4221,7
4222,8
4223,6
4224,6
4225,1
4226,0
4227,6
4228,5
4229,3
4230,4
4231,1
4232,2
4233,7
4234,7
4235,4
4236,1
4237,9
4238,2
4239,4
4240,1
4241,8
4242,2
4243,2
4244,4
4245,3
4246,8
4247,6
4248,7
4249,0
4250,9
4251,7
4252,2
4253,1
4254,9
4255,5
4256,4
4257,3
4258,1
4259,9
4260,9
4261,6
4262,8
4263,6
4264,7
4265,8
4266,3
4267,8
4268,3
4269,8
4270,9
4271,5
4272,6
4273,3
4274,3
4275,5
4276,0
4277,7
4278,0
4279,9
4280,0
4281,3
4282,7
4283,6
4284,1
4285,6
4286,8
4287,8
4288,5
4289,6
4290,1
4291,0
4292,2
4293,0
4294,1
4295,2
4296,0
4297,2
4298,9
4299,6
4300,3
4301,8
4302,0
4303,6
4304,8
4305,4
4306,2
4307,3
4308,2
4309,8
4310,6
4311,1
4312,3
4313,8
4314,6
4315,6
4316,0
4317,7
4318,6
4319,8
4320,3
4321,2
4322,0
4323,4
4324,0
4325,4
4326,5
4327,6
4328,4
4329,1
4330,1
4331,3
4332,0
4333,6
4334,1
4335,7
4336,5
4337,1
4338,7
4339,5
4340,8
4341,3
4342,8
4343,9
4344,1
4345,1
4346,3
4347,1
4348,6
4349,3
4350,6
4351,4
4352,1
4353,4
4354,8
4355,6
4356,1
4357,9
4358,2
4359,2
4360,2
4361,1
4362,1
4363,9
4364,6
4365,0
4366,3
4367,5
4368,0
4369,1
4370,8
4371,7
4372,2
4373,6
4374,8
4375,5
4376,8
4377,5
4378,3
4379,2
4380,7
4381,0
4382,8
4383,1
4384,5
4385,4
4386,3
4387,8
4388,8
4389,0
4390,3
4391,8
4392,7
4393,8
4394,1
4395,1
4396,6
4397,3
4398,0
4399,8
4400,6
4401,1
4402,8
4403,6
4404,6
4405,1
4406,6
4407,4
4408,8
4409,5
4410,8
4411,8
4412,3
4413,1
4414,0
4415,7
4416,4
4417,9
4418,7
4419,5
4420,2
4421,3
4422,2
4423,9
4424,2
4425,2
4426,9
4427,2
4428,3
4429,1
4430,3
4431,8
4432,1
4433,3
4434,4
4435,5
4436,7
4437,7
4438,3
4439,2
4440,0
4441,7
4442,4
4443,8
4444,3
4445,4
4446,8
4447,6
4448,1
4449,6
4450,9
4451,6
4452,3
4453,5
4454,1
4455,1
4456,9
4457,0
4458,8
4459,4
4460,0
4461,6
4462,4
4463,5
4464,4
4465,1
4466,0
4467,3
4468,4
4469,9
4470,9
4471,6
4472,5
4473,6
4474,2
4475,5
4476,2
4477,7
4478,1
4479,9
4480,6
4481,1
4482,8
4483,7
4484,4
4485,9
4486,5
4487,4
4488,2
4489,8
4490,4
4491,7
4492,4
4493,4
4494,5
4495,9
4496,8
4497,9
4498,5
4499,9
4500,1
4501,9
4502,6
4503,7
4504,8
4505,3
4506,9
4507,2
4508,1
4509,6
4510,8
4511,9
4512,2
4513,3
4514,3
4515,4
4516,4
4517,5
4518,6
4519,1
4520,9
4521,2
4522,8
4523,4
4524,4
4525,6
4526,7
4527,6
4528,1
4529,9
4530,9
4531,4
4532,7
4533,4
4534,4
4535,6
4536,4
4537,9
4538,2
4539,1
4540,7
4541,5
4542,5
4543,1
4544,0
4545,1
4546,5
4547,0
4548,5
4549,1
4550,4
4551,6
4552,4
4553,5
4554,4
4555,6
4556,8
4557,9
4558,2
4559,8
4560,8
4561,9
4562,7
4563,2
4564,1
4565,4
4566,7
4567,9
4568,0
4569,2
4570,5
4571,5
4572,2
4573,3
4574,4
4575,8
4576,5
4577,3
4578,4
4579,6
4580,4
4581,3
4582,8
4583,0
4584,9
4585,9
4586,4
4587,9
4588,5
4589,7
4590,1
4591,3
4592,7
4593,3
4594,7
4595,8
4596,0
4597,2
4598,7
4599,4
4600,8
4601,5
4602,7
4603,2
4604,4
4605,3
4606,8
4607,4
4608,4
4609,7
4610,6
4611,4
4612,9
4613,8
4614,0
4615,9
4616,0
4617,6
4618,9
4619,0
4620,6
4621,8
4622,8
4623,4
4624,5
4625,9
4626,5
4627,5
4628,9
4629,6
4630,6
4631,6
4632,4
4633,1
4634,4
4635,4
4636,1
4637,2
4638,4
4639,9
4640,0
4641,9
4642,9
4643,9
4644,7
4645,1
4646,0
4647,3
4648,6
4649,7
4650,4
4651,5
4652,7
4653,9
4654,7
4655,3
4656,6
4657,7
4658,5
4659,3
4660,4
4661,8
4662,2
4663,1
4664,9
4665,8
4666,3
4667,7
4668,9
4669,0
4670,2
4671,8
4672,3
4673,9
4674,3
4675,9
4676,2
4677,5
4678,5
4679,2
4680,5
4681,7
4682,1
4683,3
4684,5
4685,9
4686,9
4687,6
4688,6
4689,8
4690,1
4691,7
4692,9
4693,7
4694,4
4695,5
4696,2
4697,3
4698,7
4699,2
4700,0
4701,1
4702,0
4703,4
4704,8
4705,8
4706,2
4707,7
4708,3
4709,6
4710,4
4711,4
4712,7
4713,1
4714,5
4715,8
4716,3
4717,5
4718,8
4719,4
4720,2
4721,5
4722,6
4723,3
4724,5
4725,8
4726,4
4727,5
4728,2
4729,5
4730,7
4731,5
4732,0
4733,3
4734,1
4735,4
4736,9
4737,0
4738,2
4739,4
4740,4
4741,9
4742,7
4743,1
4744,0
4745,4
4746,4
4747,6
4748,2
4749,8
4750,6
4751,0
4752,3
4753,0
4754,5
4755,6
4756,3
4757,7
4758,9
4759,9
4760,9
4761,6
4762,4
4763,5
4764,9
4765,4
4766,0
4767,2
4768,0
4769,5
4770,6
4771,9
4772,0
4773,3
4774,6
4775,8
4776,8
4777,2
4778,1
4779,6
4780,3
4781,0
4782,4
4783,6
4784,8
4785,3
4786,3
4787,2
4788,7
4789,2
4790,0
4791,7
4792,7
4793,0
4794,1
4795,0
4796,9
4797,6
4798,8
4799,1
4800,7
4801,8
4802,1
4803,1
4804,3
4805,5
4806,9
4807,8
4808,4
4809,2
4810,8
4811,0
4812,9
4813,0
4814,0
4815,3
4816,9
4817,2
4818,3
4819,9
4820,2
4821,3
4822,1
4823,1
4824,9
4825,0
4826,8
4827,8
4828,5
4829,2
4830,7
4831,4
4832,3
4833,9
4834,9
4835,6
4836,4
4837,7
4838,5
4839,8
4840,9
4841,5
4842,1
4843,8
4844,5
4845,6
4846,7
4847,8
4848,6
4849,2
4850,2
4851,3
4852,9
4853,3
4854,2
4855,6
4856,9
4857,1
4858,1
4859,9
4860,1
4861,1
4862,4
4863,7
4864,2
4865,7
4866,5
4867,1
4868,1
4869,4
4870,8
4871,4
4872,5
4873,3
4874,0
4875,2
4876,2
4877,7
4878,3
4879,7
4880,6
4881,8
4882,0
4883,9
4884,3
4885,1
4886,3
4887,0
4888,5
4889,9
4890,4
4891,7
4892,2
4893,8
4894,3
4895,9
4896,2
4897,5
4898,4
4899,4
4900,8
4901,5
4902,0
4903,4
4904,6
4905,1
4906,5
4907,9
4908,2
4909,7
4910,7
4911,7
4912,4
4913,8
4914,0
4915,4
4916,3
4917,1
4918,8
4919,5
4920,4
4921,4
4922,5
4923,9
4924,5
4925,6
4926,8
4927,2
4928,1
4929,5
4930,7
4931,2
4932,3
4933,1
4934,4
4935,8
4936,8
4937,6
4938,7
4939,2
4940,8
4941,3
4942,7
4943,7
4944,3
4945,1
4946,6
4947,3
4948,1
4949,5
4950,0
4951,7
4952,2
4953,7
4954,3
4955,8
4956,4
4957,4
4958,1
4959,8
4960,7
4961,4
4962,6
4963,7
4964,1
4965,8
4966,8
4967,7
4968,8
4969,2
4970,0
4971,5
4972,5
4973,8
4974,7
4975,8
4976,7
4977,8
4978,1
4979,9
4980,9
4981,8
4982,1
4983,0
4984,6
4985,4
4986,6
4987,3
4988,7
4989,7
4990,7
4991,9
4992,7
4993,1
4994,3
4995,1
4996,7
4997,0
4998,6
4999,5
5000,5
5001,7
5002,5
5003,9
5004,7
5005,4
5006,6
5007,1
5008,9
5009,8
5010,9
5011,0
5012,1
5013,3
5014,7
5015,1
5016,8
5017,0
5018,6
5019,5
5020,1
5021,0
5022,6
5023,1
5024,9
5025,0
5026,9
5027,9
5028,8
5029,0
5030,9
5031,2
5032,3
5033,2
5034,2
5035,2
5036,6
5037,6
5038,2
5039,6
5040,8
5041,1
5042,5
5043,7
5044,1
5045,5
5046,6
5047,8
5048,0
5049,3
5050,1
5051,9
5052,4
5053,3
5054,5
5055,1
5056,5
5057,8
5058,6
5059,3
5060,7
5061,8
5062,6
5063,5
5064,6
5065,8
5066,8
5067,8
5068,3
5069,7
5070,9
5071,8
5072,6
5073,3
5074,6
5075,6
5076,7
5077,0
5078,3
5079,6
5080,3
5081,5
5082,1
5083,0
5084,3
5085,5
5086,4
5087,8
5088,2
5089,1
5090,0
5091,5
5092,6
5093,7
5094,5
5095,0
5096,7
5097,5
5098,4
5099,9
5100,8
5101,7
5102,6
5103,3
5104,0
5105,2
5106,9
5107,5
5108,1
5109,9
5110,6
5111,7
5112,5
5113,0
5114,4
5115,1
5116,6
5117,3
5118,2
5119,3
5120,2
5121,6
5122,3
5123,6
5124,9
5125,7
5126,3
5127,9
5128,3
5129,4
5130,8
5131,3
5132,4
5133,2
5134,3
5135,1
5136,5
5137,2
5138,3
5139,2
5140,6
5141,8
5142,0
5143,0
5144,6
5145,5
5146,6
5147,2
5148,6
5149,7
5150,2
5151,7
5152,3
5153,9
5154,5
5155,4
5156,4
5157,7
5158,8
5159,4
5160,7
5161,0
5162,6
5163,0
5164,1
5165,1
5166,7
5167,0
5168,8
5169,6
5170,5
5171,7
5172,5
5173,8
5174,1
5175,2
5176,1
5177,1
5178,5
5179,1
5180,2
5181,8
5182,1
5183,8
5184,6
5185,6
5186,3
5187,3
5188,5
5189,4
5190,7
5191,0
5192,6
5193,3
5194,3
5195,7
5196,9
5197,9
5198,7
5199,7
5200,5
5201,9
5202,8
5203,1
5204,7
5205,6
5206,8
5207,8
5208,7
5209,1
5210,6
5211,8
5212,8
5213,7
5214,2
5215,9
5216,8
5217,1
5218,5
5219,5
5220,6
5221,2
5222,9
5223,3
5224,5
5225,4
5226,5
5227,8
5228,4
5229,1
5230,3
5231,5
5232,9
5233,6
5234,6
5235,3
5236,8
5237,6
5238,6
5239,1
5240,3
5241,2
5242,4
5243,3
5244,4
5245,8
5246,3
5247,5
5248,9
5249,2
5250,4
5251,9
5252,6
5253,0
5254,7
5255,1
5256,9
5257,3
5258,9
5259,7
5260,4
5261,8
5262,8
5263,9
5264,3
5265,2
5266,4
5267,3
5268,5
5269,1
5270,8
5271,0
5272,0
5273,3
5274,2
5275,1
5276,5
5277,0
5278,3
5279,5
5280,3
5281,6
5282,4
5283,7
5284,9
5285,1
5286,2
5287,2
5288,3
5289,8
5290,0
5291,5
5292,9
5293,2
5294,8
5295,6
5296,6
5297,4
5298,0
5299,9
5300,0
5301,0
5302,3
5303,2
5304,2
5305,4
5306,6
5307,8
5308,3
5309,2
5310,1
5311,7
5312,1
5313,0
5314,7
5315,4
5316,2
5317,7
5318,6
5319,3
5320,7
5321,2
5322,5
5323,4
5324,0
5325,5
5326,1
5327,9
5328,6
5329,0
5330,0
5331,7
5332,1
5333,1
5334,7
5335,1
5336,7
5337,4
5338,4
5339,6
5340,7
5341,4
5342,3
5343,8
5344,4
5345,6
5346,9
5347,9
5348,8
5349,1
5350,9
5351,2
5352,1
5353,0
5354,8
5355,3
5356,5
5357,6
5358,5
5359,3
5360,7
5361,0
5362,3
5363,3
5364,4
5365,4
5366,4
5367,9
5368,3
5369,9
5370,8
5371,4
5372,5
5373,3
5374,6
5375,5
5376,6
5377,4
5378,5
5379,1
5380,9
5381,1
5382,5
5383,5
5384,6
5385,5
5386,9
5387,0
5388,9
5389,2
5390,3
5391,5
5392,8
5393,5
5394,7
5395,6
5396,2
5397,5
5398,9
5399,8
5400,5
5401,5
5402,8
5403,1
5404,6
5405,4
5406,4
5407,6
5408,0
5409,4
5410,4
5411,1
5412,8
5413,7
5414,3
5415,9
5416,9
5417,2
5418,4
5419,9
5420,4
5421,7
5422,0
5423,4
5424,2
5425,0
5426,0
5427,8
5428,7
5429,5
5430,0
5431,6
5432,9
5433,2
5434,3
5435,7
5436,9
5437,4
5438,1
5439,0
5440,8
5441,2
5442,6
5443,5
5444,2
5445,2
5446,7
5447,9
5448,3
5449,6
5450,4
5451,5
5452,2
5453,5
5454,7
5455,5
5456,3
5457,1
5458,6
5459,9
5460,4
5461,3
5462,8
5463,3
5464,6
5465,4
5466,3
5467,2
5468,9
5469,9
5470,3
5471,2
5472,3
5473,5
5474,8
5475,6
5476,2
5477,2
5478,3
5479,7
5480,5
5481,3
5482,3
5483,5
5484,0
5485,5
5486,6
5487,3
5488,2
5489,5
5490,5
5491,8
5492,4
5493,8
5494,6
5495,7
5496,0
5497,1
5498,1
5499,1
5500,2
5501,6
5502,1
5503,6
5504,0
5505,3
5506,5
5507,6
5508,8
5509,5
5510,7
5511,6
5512,8
5513,9
5514,2
5515,4
5516,1
5517,6
5518,2
5519,1
5520,6
5521,3
5522,4
5523,6
5524,7
5525,6
5526,0
5527,3
5528,4
5529,2
5530,1
5531,0
5532,2
5533,2
5534,7
5535,3
5536,3
5537,0
5538,0
5539,9
5540,2
5541,0
5542,2
5543,9
5544,0
5545,5
5546,6
5547,1
5548,7
5549,0
5550,7
5551,0
5552,8
5553,5
5554,7
5555,1
5556,3
5557,9
5558,0
5559,3
5560,4
5561,7
5562,8
5563,3
5564,9
5565,6
5566,1
5567,4
5568,2
5569,2
5570,8
5571,3
5572,0
5573,8
5574,0
5575,7
5576,8
5577,2
5578,5
5579,8
5580,7
5581,9
5582,5
5583,8
5584,5
5585,9
5586,8
5587,0
5588,1
5589,0
5590,6
5591,5
5592,1
5593,6
5594,9
5595,0
5596,4
5597,2
5598,2
5599,4
5600,7
5601,8
5602,3
5603,2
5604,2
5605,9
5606,5
5607,2
5608,8
5609,6
5610,2
5611,6
5612,2
5613,9
5614,4
5615,7
5616,0
5617,9
5618,2
5619,6
5620,7
5621,3
5622,4
5623,1
5624,1
5625,6
5626,0
5627,6
5628,8
5629,3
5630,4
5631,9
5632,1
5633,5
5634,1
5635,0
5636,3
5637,1
5638,8
5639,8
5640,3
5641,9
5642,7
5643,5
5644,1
5645,5
5646,9
5647,4
5648,0
5649,5
5650,2
5651,9
5652,6
5653,8
5654,9
5655,0
5656,0
5657,5
5658,4
5659,9
5660,6
5661,8
5662,7
5663,8
5664,5
5665,6
5666,0
5667,4
5668,3
5669,4
5670,5
5671,6
5672,9
5673,4
5674,8
5675,5
5676,8
5677,3
5678,4
5679,3
5680,6
5681,9
5682,7
5683,5
5684,7
5685,8
5686,1
5687,2
5688,5
5689,7
5690,6
5691,2
5692,4
5693,0
5694,3
5695,6
5696,4
5697,6
5698,8
5699,6
5700,5
5701,1
5702,6
5703,7
5704,3
5705,0
5706,9
5707,8
5708,3
5709,4
5710,9
5711,4
5712,9
5713,3
5714,4
5715,3
5716,2
5717,1
5718,3
5719,8
5720,0
5721,6
5722,4
5723,7
5724,8
5725,3
5726,5
5727,2
5728,9
5729,3
5730,4
5731,3
5732,3
5733,7
5734,8
5735,5
5736,7
5737,4
5738,4
5739,5
5740,0
5741,4
5742,8
5743,2
5744,9
5745,1
5746,8
5747,8
5748,2
5749,0
5750,8
5751,6
5752,3
5753,2
5754,5
5755,2
5756,3
5757,9
5758,8
5759,9
5760,7
5761,1
5762,3
5763,3
5764,6
5765,5
5766,9
5767,6
5768,6
5769,0
5770,7
5771,8
5772,3
5773,3
5774,9
5775,5
5776,5
5777,4
5778,5
5779,6
5780,2
5781,8
5782,9
5783,4
5784,3
5785,6
5786,3
5787,2
5788,4
5789,7
5790,5
5791,4
5792,6
5793,0
5794,8
